branch;client_id
Berlin;188510
Tokyo;148420
Tokyo;161670
London;166130
Amsterdam;164210
Washington;114510
Amsterdam;112830
Ottawa;156790
Berlin;153430
London;104050
Stockholm;128830
Washington;110710
London;197530
Bern;191380
 Amsterdam ;179940
Canberra;177330
Berlin;139680
Seoul;119040
Paris;110670
Bern;119630
Amsterdam;131870
Tokyo;109380
Paris;100560
Singapore;101440
London;128870
Tokyo;141720
Ottawa;121520
Berlin;175940
singapore;188970
Ottawa;199900
Paris;133710
Canberra;162360
London;164690
 Bern ;165110
Berlin;105680
London;111290
Canberra;172280
Ottawa;115560
Tokyo;187280
Canberra;133560
Ottawa;143390
Paris;170070
Canberra;163600
Stockholm;151450
Paris;153540
Berlin;192530
Seoul;106710
Tokyo;127810
Amsterdam;139530
Stockholm;143740
Berlin;161480
Ottawa;165960
Washington;147650
Amsterdam;161410
Paris;151080
Berlin;187080
Bern;123050
Stockholm;106270
Washington;124140
Paris;142390
Tokyo;195830
Tokyo;155560
Amsterdam;194170
Bern;159930
 London ;104110
Singapore;177790
 Bern ;118810
Berlin;153750
Tokyo;178870
;143720
Singapore;150270
London;125640
Seoul;104840
London;117320
Amsterdam;145560
Berlin;149550
Canberra;192250
Amsterdam;100350
London;189690
Ottawa;105330
 Stockholm ;119110
Ottawa;157010
Canberra;102610
London;184860
Tokyo;147120
Bern;159400
Amsterdam;112360
Singapore;139450
Ottawa;143160
Washington;126290
bern;125510
Canberra;137580
Berlin;178490
Seoul;194880
Singapore;199800
Singapore;177840
Berlin;171570
Amsterdam;184260
London;163890
PARIS;173120
Ottawa;163130
Stockholm;156020
London;132420
berlin;155350
Seoul;192390
Washington;101300
Berlin;180090
Singapore;183210
Stockholm;157200
berlin;106150
Paris;180380
Amsterdam;190590
Ottawa;172310
Singapore;161750
Ottawa;159650
Tokyo;195390
Tokyo;166930
Bern;121710
Tokyo;169310
Bern;159910
 Bern ;105110
London;158650
Tokyo;129490
Bern;113420
Canberra;158630
 London ;117830
Washington;107130
 Seoul ;154720
Washington;194890
Ottawa;175650
Canberra;165930
Bern;115960
Bern;146250
Bern;132690
Bern;174880
Stockholm;188250
Bern;154540
Stockholm;117490
Tokyo;100280
Berlin;108690
paris;131650
Washington;144430
Paris;119710
Seoul;100770
 Amsterdam ;179210
Tokyo;150380
Amsterdam;186350
Stockholm;193950
Ottawa;108640
Ottawa;195960
Canberra;175740
Singapore;118680
 Washington ;159310
Bern;139650
Stockholm;134920
Canberra;164580
Bern;168250
London;199490
Amsterdam;115840
Ottawa;170960
Ottawa;149410
Amsterdam;173560
Stockholm;149670
Singapore;172980
Washington;133250
Paris;191330
Berlin;122830
Bern;162350
Washington;133080
Washington;128860
Singapore;114590
Singapore;163240
Canberra;136140
Tokyo;145900
Stockholm;171000
Paris;139650
Tokyo;150650
Paris;150930
Washington;150890
Canberra;128500
Amsterdam;155930
Canberra;150520
Berlin;157850
London;125370
London;131160
Bern;157910
Seoul;147790
Paris;104420
Paris;136030
Amsterdam;116560
Berlin;116610
Bern;128340
Canberra;112510
Washington;120660
Berlin;179100
Amsterdam;181620
Canberra;139550
Canberra;189480
Seoul;151480
Washington;139780
Washington;159030
Paris;190310
London;104920
London;137410
London;170620
 Canberra ;163610
Berlin;149640
Seoul;154900
Stockholm;188960
Bern;127160
London;195310
London;139470
Stockholm;115210
Washington;131120
Bern;117480
Singapore;108750
Berlin;155990
Berlin;160830
Washington;118960
Washington;125950
Singapore;156000
Stockholm;156970
Tokyo;199060
Bern;117070
Tokyo;136200
Ottawa;192820
Seoul;183740
Amsterdam;104600
London;143940
London;133730
Ottawa;127130
Amsterdam;103890
Singapore;105710
ottawa;107630
Singapore;166280
London;108080
Stockholm;171350
Bern;122940
Washington;129710
Bern;132010
Ottawa;107030
Singapore;155810
Ottawa;100020
Washington;140010
Paris;139190
Berlin;117580
Bern;189970
Paris;111120
Bern;104060
Seoul;153760
Amsterdam;150900
 Singapore ;179260
Berlin;152950
Stockholm;120960
Amsterdam;134490
Paris;122060
Ottawa;100490
Washington;147450
Canberra;168860
Seoul;195400
Seoul;171610
Stockholm;181380
Ottawa;167060
Berlin;110990
Tokyo;157990
 Tokyo ;158670
Stockholm;195950
Bern;111450
Singapore;121840
Berlin;159990
Tokyo;121210
Amsterdam;116310
Ottawa;111540
Amsterdam;168530
Canberra;125770
Canberra;167570
london;183200
London;100540
Stockholm;164930
Singapore;173100
Tokyo;124170
London;137560
Washington;166170
Washington;173160
Canberra;103140
London;188530
london;137000
Singapore;157560
Ottawa;188210
Seoul;185840
Bern;198770
Washington;100300
Canberra;181690
Stockholm;197900
London;189430
Paris;188400
Stockholm;166650
Bern;159800
Washington;184900
Canberra;100170
Seoul;175800
Washington;130170
Paris;190370
Bern;143120
 Paris ;184970
Amsterdam;169710
Seoul;166620
Ottawa;157290
Canberra;189240
Berlin;137470
Ottawa;120990
Bern;116420
 Bern ;134670
Singapore;186050
Bern;137060
Paris;186960
Canberra;120930
Berlin;132650
WASHINGTON;140080
Ottawa;135840
 Paris ;137020
Singapore;121290
Ottawa;158060
Singapore;165530
Paris;140680
Paris;110820
Paris;195540
Tokyo;139910
Ottawa;192710
Stockholm;127370
Ottawa;171780
AMSTERDAM;162440
Stockholm;149060
paris;108260
Seoul;114140
 Ottawa ;196660
Stockholm;178350
Paris;162520
Bern;136340
Paris;170660
Berlin;107810
Stockholm;155030
Berlin;115400
Bern;160190
Washington;162090
Ottawa;134360
Bern;189540
 London ;115790
Berlin;111060
Paris;199740
Ottawa;135520
Berlin;191960
Seoul;156440
London;179820
London;138080
Seoul;174770
London;102100
WASHINGTON;118570
Ottawa;154270
Stockholm;155440
Canberra;154530
Seoul;177970
Tokyo;179700
Ottawa;151870
Stockholm;175210
London;183890
Singapore;151380
Paris;114170
Seoul;107340
Bern;199090
Tokyo;136060
Ottawa;136250
Canberra;125200
Canberra;182370
London;130510
Tokyo;157460
Stockholm;114000
Amsterdam;133630
Amsterdam;193330
Stockholm;128970
Washington;134190
Amsterdam;103710
 Washington ;113280
Bern;146840
ottawa;108130
Seoul;152080
Ottawa;107300
Amsterdam;174730
Canberra;191770
Washington;135750
Washington;156940
Amsterdam;174390
Seoul;124360
Washington;135040
London;148560
London;175000
Amsterdam;109690
Tokyo;103560
Ottawa;164990
Stockholm;168910
Amsterdam;106010
Ottawa;167080
London;174650
Seoul;190060
Washington;106900
Tokyo;146570
Washington;154960
Canberra;168340
Singapore;180340
London;143820
Tokyo;123650
Stockholm;161280
London;183560
London;155170
Stockholm;151240
Tokyo;124000
Bern;147350
London;181000
Bern;167120
Paris;120690
Amsterdam;198910
Stockholm;149900
Canberra;183450
Amsterdam;149490
Paris;114420
Ottawa;125630
Bern;181590
Canberra;161370
Stockholm;117670
Canberra;116400
Canberra;168690
London;127030
ottawa;136320
Singapore;137230
London;168410
Paris;140910
Washington;119810
Singapore;127950
Stockholm;142940
Stockholm;103870
Amsterdam;147950
OTTAWA;140860
Paris;133950
London;103490
Tokyo;172770
Berlin;156910
Bern;102180
Paris;145190
London;151600
London;106530
Bern;123390
Bern;126860
Ottawa;189100
Tokyo;190070
Tokyo;176980
London;138370
London;191760
Washington;131050
Singapore;149560
 Ottawa ;120680
Amsterdam;132700
Ottawa;131780
Tokyo;194060
Amsterdam;114940
Seoul;132400
Seoul;175630
Tokyo;123970
Tokyo;135330
Tokyo;145230
Seoul;163030
Canberra;183100
Stockholm;145440
Ottawa;109760
Washington;167700
Singapore;118250
Ottawa;191090
Berlin;124160
Canberra;112290
Paris;170720
Singapore;138710
Stockholm;176050
London;195500
Washington;132240
Amsterdam;186820
Stockholm;181020
paris;179730
Washington;186840
 Canberra ;151540
Paris;155920
Canberra;152410
Singapore;141050
Washington;188350
Tokyo;145960
London;108190
Singapore;104470
Tokyo;193290
Ottawa;167100
 Washington ;180140
Bern;129200
Tokyo;142040
Ottawa;141780
Singapore;127470
Stockholm;187320
 Berlin ;192520
Berlin;133260
Amsterdam;156040
Berlin;157490
Paris;150950
Amsterdam;140940
Singapore;123540
Seoul;141520
Canberra;123690
Stockholm;145030
Canberra;157920
Canberra;138780
Berlin;110020
Paris;139170
Washington;128030
Paris;150780
Stockholm;199700
Paris;174110
Singapore;100160
Berlin;100990
Amsterdam;128050
Berlin;116040
Seoul;199850
London;183220
Amsterdam;169530
Bern;158690
London;113270
Amsterdam;154000
Singapore;110730
Tokyo;196940
Stockholm;153320
Paris;178890
London;155840
Canberra;147000
Stockholm;190840
Ottawa;169080
Amsterdam;168600
Washington;144270
Washington;140750
London;102560
London;177260
Stockholm;172250
Tokyo;115150
Canberra;112950
Bern;146630
Berlin;122410
Amsterdam;130620
Ottawa;154200
Stockholm;105190
Paris;144120
Amsterdam;184730
London;191690
Amsterdam;110920
;143480
Tokyo;166360
Canberra;162770
Tokyo;177650
Singapore;186200
Paris;121930
London;160580
Bern;136460
Seoul;108710
London;139950
Canberra;124180
Paris;198660
Stockholm;179410
Stockholm;181910
Paris;186090
Stockholm;168030
Stockholm;108670
Berlin;125960
Paris;144100
Washington;143230
Stockholm;116830
Singapore;117870
Tokyo;112450
Stockholm;150060
Washington;189320
Seoul;166000
Singapore;109020
Amsterdam;173380
Canberra;127080
Paris;169250
Canberra;161230
Tokyo;120910
Canberra;173500
Tokyo;168650
Tokyo;166990
Stockholm;113900
Ottawa;138130
Paris;128510
Ottawa;192510
Stockholm;126620
 Ottawa ;128360
 London ;135280
Tokyo;117790
Paris;149450
Ottawa;147030
;101910
Washington;177490
Seoul;107890
Tokyo;197600
 ottawa ;168680
Berlin;165460
Canberra;103770
Stockholm;199360
Seoul;111230
Amsterdam;163210
Tokyo;104640
Seoul;127550
Canberra;184010
STOCKHOLM;144520
Amsterdam;120490
Stockholm;126510
Canberra;140270
Berlin;121500
Seoul;112060
Canberra;166600
London;127320
London;153070
stockholm;162820
Paris;117930
Washington;133850
Bern;134170
Washington;150000
Bern;117660
Stockholm;153620
Amsterdam;199420
Ottawa;167780
Seoul;161050
Ottawa;126220
Berlin;128690
Stockholm;119860
Canberra;136680
Canberra;115830
Stockholm;129070
 Stockholm ;179630
Ottawa;153230
Canberra;188720
Washington;129740
Paris;111200
SEOUL;118170
Paris;129290
Singapore;110350
Seoul;159280
Paris;148200
London;116630
Paris;163270
Bern;103510
Bern;174640
Tokyo;117380
Amsterdam;198860
Amsterdam;115320
Amsterdam;123610
Amsterdam;184050
Tokyo;198570
London;106490
London;196780
Amsterdam;169590
Singapore;120340
Canberra;184040
London;171550
Stockholm;145520
Ottawa;135590
Washington;118310
Paris;134870
Washington;109170
Seoul;190820
Canberra;162970
Canberra;190190
Bern;107220
Seoul;117560
Berlin;166800
Stockholm;193860
Amsterdam;181080
Singapore;125250
Washington;192290
washington;104450
Berlin;100730
Bern;130980
Washington;129980
Canberra;117910
London;153250
Singapore;150140
Washington;186100
Paris;121130
Amsterdam;181450
Ottawa;165820
Washington;139880
Amsterdam;100710
Paris;172690
London;125850
Canberra;193700
AMSTERDAM;140550
Stockholm;135460
Singapore;137600
Bern;157880
London;107990
Bern;151820
Paris;111300
tokyo;181530
seoul;194900
Washington;145150
Canberra;111910
Washington;113940
Canberra;105860
Seoul;163510
 Washington ;156720
Tokyo;148770
Berlin;175150
Seoul;131320
Canberra;199150
Berlin;162800
Ottawa;111770
Berlin;144930
Washington;130820
 Bern ;146450
Singapore;195010
Paris;164560
Washington;168760
Stockholm;149750
Washington;165620
Berlin;191170
Washington;168000
Tokyo;130890
Washington;164270
Amsterdam;194580
Ottawa;108490
Seoul;122910
Paris;102190
Washington;108780
Berlin;101520
Stockholm;194050
Singapore;195550
Ottawa;152900
London;114610
Stockholm;190850
Amsterdam;129760
Bern;179770
Tokyo;180100
Berlin;120750
Berlin;197260
Berlin;138730
Tokyo;143650
Tokyo;179500
Berlin;127170
Berlin;103910
seoul;137620
 Washington ;131010
Berlin;189020
Berlin;155970
Tokyo;166970
 Paris ;111160
Ottawa;181140
Tokyo;174230
Canberra;197220
Berlin;174020
 Singapore ;187290
Bern;145530
Paris;174710
Berlin;178780
London;124850
Stockholm;186390
Stockholm;136180
Amsterdam;198690
Berlin;154730
Tokyo;157930
Bern;108290
Canberra;137260
Paris;145590
Tokyo;103740
Ottawa;130310
Washington;184170
Seoul;148300
London;160490
Washington;184500
CANBERRA;174090
Singapore;123620
Berlin;169870
Bern;131770
Tokyo;
Stockholm;144040
London;167190
Tokyo;134790
Seoul;187110
London;192960
Amsterdam;144580
Canberra;187310
Stockholm;104320
London;198550
Ottawa;151620
Bern;199990
Canberra;109140
Seoul;151810
Berlin;152470
Amsterdam;165780
Paris;181150
Amsterdam;178650
 Stockholm ;142620
Stockholm;192600
London;163260
Canberra;117740
Washington;169830
Paris;127680
Stockholm;166540
Ottawa;167550
Berlin;142090
Seoul;102790
;131230
London;162910
Bern;157100
PARIS;152720
Ottawa;146400
Singapore;105150
Berlin;171740
Washington;121230
ottawa;109470
Canberra;156320
;106920
Washington;194620
Ottawa;177780
Canberra;164160
Amsterdam;135970
BERLIN;110770
Singapore;149240
Paris;143600
Paris;198750
Amsterdam;157780
Seoul;190110
London;119840
 Stockholm ;135800
Bern;169940
Berlin;139750
Canberra;135060
Paris;166880
Seoul;142640
Paris;145420
Canberra;113670
Tokyo;143440
Berlin;131310
BERN;124430
Stockholm;182440
Berlin;162750
Berlin;194140
Seoul;152240
Amsterdam;167410
Ottawa;181920
Canberra;153110
;139630
Ottawa;141480
Seoul;178070
Bern;133930
 London ;169730
Tokyo;154260
Tokyo;119420
Washington;146270
Canberra;146130
Seoul;108880
Canberra;193340
 Singapore ;118390
Amsterdam;136930
 Singapore ;122200
Canberra;129670
Berlin;145460
Bern;184570
Canberra;131590
Amsterdam;102300
Seoul;135510
Washington;138350
Paris;188290
Berlin;104360
Berlin;139480
Paris;141020
Ottawa;119380
 Paris ;185450
;105560
Washington;101930
Washington;182420
Stockholm;162340
Tokyo;198940
Canberra;179570
Washington;103050
London;119830
Berlin;155910
 Canberra ;176880
;141310
Washington;157390
Stockholm;158840
Stockholm;113490
Paris;118190
Seoul;136630
Singapore;167170
Ottawa;150400
Singapore;191660
Tokyo;128920
Stockholm;161170
